Mean_FCC1,Mean_FCC2,Mean_FCC3,Mean_FCC4,Mean_FCC5,Mean_FCC6,Mean_FCC7,Mean_FCC8,Mean_FCC9,Mean_FCC10,Mean_FCC11,Mean_FCC12,STD_FCC1,STD_FCC2,STD_FCC3,STD_FCC4,STD_FCC5,STD_FCC6,STD_FCC7,STD_FCC8,STD_FCC9,STD_FCC10,STD_FCC11,STD_FCC12,SKEW_FCC1,SKEW_FCC2,SKEW_FCC3,SKEW_FCC4,SKEW_FCC5,SKEW_FCC6,SKEW_FCC7,SKEW_FCC8,SKEW_FCC9,SKEW_FCC10,SKEW_FCC11,SKEW_FCC12,KUR_FCC1,KUR_FCC2,KUR_FCC3,KUR_FCC4,KUR_FCC5,KUR_FCC6,KUR_FCC7,KUR_FCC8,KUR_FCC9,KUR_FCC10,KUR_FCC11,KUR_FCC12,DER1_FCC1,DER1_FCC2,DER1_FCC3,DER1_FCC4,DER1_FCC5,DER1_FCC6,DER1_FCC7,DER1_FCC8,DER1_FCC9,DER1_FCC10,DER1_FCC11,DER1_FCC12,DER2_FCC1,DER2_FCC2,DER2_FCC3,DER2_FCC4,DER2_FCC5,DER2_FCC6,DER2_FCC7,DER2_FCC8,DER2_FCC9,DER2_FCC10,DER2_FCC11,DER2_FCC12,LENGTH,MINFREC,MAXFREC,DOMFREC,CLASS
25.404,0.60603,-0.20912,0.19436,-0.24189,0.23266,-0.13931,0.091919,-0.093165,0.034172,-2.3137e-14,-0.034172,1.1924,0.5708,0.53568,0.39557,0.16082,0.17566,0.09506,0.074268,0.027658,0.011246,1.4511e-15,0.011246,0.54403,-0.18872,1.1215,0.29105,0.045672,0.18546,-0.79908,0.96451,1.1874,-0.39009,-0.34832,0.39009,2.1205,2.6537,3.9008,1.8455,1.6434,1.7905,2.442,2.7925,4.1576,1.7764,1.8093,1.7764,-0.059935,-0.14187,-0.092749,-0.051366,-0.0017365,-0.0022027,-0.011187,0.015222,0.0041716,0.00061889,-9.5132e-17,-0.00061889,0.17354,-0.054537,0.06,-0.035618,0.012843,0.018012,0.01288,0.0079869,0.0019442,0.0030182,-2.2642e-16,-0.0030182,0.53487,5121,5613,5169.4,1
22.109,-0.042088,0.25843,0.21319,-0.03004,0.078402,-0.051986,0.048036,-0.025768,0.018495,-2.1051e-14,-0.018495,2.2712,0.55296,0.36431,0.40611,0.24806,0.092582,0.091954,0.026737,0.015302,0.0062332,2.2346e-15,0.0062332,1.222,-0.83195,0.46016,0.57896,0.82772,0.18399,0.058978,1.0388,0.025972,-0.23481,-0.88488,0.23481,4.0135,2.4099,2.0512,1.9988,3.2627,1.7305,1.6199,3.7202,2.0276,1.7424,3.5539,1.7424,0.23382,-0.075715,0.054531,-0.031781,0.024742,0.018499,0.027095,0.0060556,0.0013723,0.0005342,-3.1745e-16,-0.0005342,0.41169,-0.10121,-0.095605,0.031026,0.023129,-0.015732,-9.4638e-05,0.00098286,0.00052936,-0.00068725,-5.2486e-16,0.00068725,0.27734,4846.4,5235.4,4851.7,1
26.751,0.24035,-0.54132,0.30049,-0.027949,0.15968,-0.15084,0.14348,-0.083464,0.043145,-2.4913e-14,-0.043145,2.3617,0.42503,0.51845,0.32553,0.24073,0.17574,0.079125,0.027928,0.019517,0.0090196,2.1961e-15,0.0090196,0.71491,0.18287,0.64138,0.3629,-0.10627,0.93482,0.006288,-0.21597,0.27648,0.89419,-0.3074,-0.89419,3.3852,1.8753,1.9762,2.077,2.2267,2.6015,2.0218,1.4957,2.2451,2.8215,2.6018,2.8215,-0.3235,-0.082226,0.13078,-0.019767,-0.034982,0.00037842,-0.0029834,0.0031478,0.00021611,-0.0015318,1.9648e-16,0.0015318,0.3671,-0.025214,0.032489,-0.036818,0.019902,0.027089,-0.0083505,0.0042824,-0.0048186,-0.00044996,-3.6312e-16,0.00044996,0.55468,5018,5452.8,5265.6,1
21.67,0.29598,0.062121,0.20961,-0.15282,0.11432,-0.062857,0.060562,-0.038991,0.020422,-2.0138e-14,-0.020422,1.7042,0.58923,0.50975,0.24145,0.17866,0.075179,0.03515,0.024042,0.01099,0.0059004,2.1924e-15,0.0059004,1.775,-0.15192,-1.0789,-0.21677,0.20982,-0.091279,0.85841,0.22666,0.10608,0.041568,-1.4732,-0.041568,5.2196,1.6252,3.6852,1.6548,2.5877,2.2143,2.5931,2.7887,2.5439,2.3347,4.4749,2.3347,0.25345,0.0398,-0.016386,-0.060119,-0.0159,-0.0020562,-0.0018724,-0.0034795,-0.00066987,-2.2852e-05,-1.712e-16,2.2852e-05,0.19613,-0.025617,0.02189,0.021044,-0.014981,-0.01138,-0.0076701,-0.0017532,-0.0022472,-0.00053308,-2.2734e-16,0.00053308,0.37639,5018,5349.8,5023.4,1
5.9962,-0.039965,-0.017599,-0.015408,-0.0125,-0.010748,-0.0088438,-0.0067565,-0.0046049,-0.0023143,-5.7387e-15,0.0023143,2.4973,0.62917,0.13434,0.047008,0.029487,0.014938,0.011055,0.0059797,0.0041479,0.0016674,2.4849e-15,0.0016674,-0.091438,-1.062,0.88813,-0.74017,0.5874,-0.72744,0.56072,-0.73017,0.549,-0.72985,0.64328,0.72985,2.2871,3.5119,2.5106,2.5729,1.8286,2.5137,1.8041,2.5066,1.7975,2.5014,2.7924,2.5014,0.21659,0.050484,-0.015193,0.0022833,-0.0030055,0.00077824,-0.0011387,0.00032898,-0.00042793,9.4145e-05,-1.3936e-16,-9.4145e-05,-0.10824,-0.0034164,0.029489,-0.0015135,0.0065572,-0.00051725,0.0024483,-0.00023527,0.00091441,-7.0719e-05,9.288e-17,7.0719e-05,0.05943,4960.8,5052.3,5025.4,1
27.982,0.7007,-0.055345,0.36638,-0.1284,0.062801,-0.22918,0.063411,-0.084454,0.041966,-2.5598e-14,-0.041966,0.82627,0.50856,0.41264,0.38747,0.32802,0.25811,0.15645,0.11549,0.0299,0.04552,9.3051e-16,0.04552,-0.013603,0.89276,0.91727,-0.63402,-0.36513,-0.82459,0.98057,-0.041597,0.5419,-0.68348,-0.029807,0.68348,2.2731,3.6667,3.409,4.0388,1.8548,3.2864,3.1043,2.5207,2.0151,2.0197,1.9203,2.0197,0.0038524,0.0098922,-0.021475,-0.082454,-0.050104,0.012677,0.020671,0.013992,-0.0022832,0.0078292,5.0581e-17,-0.0078292,0.032085,-0.16674,-0.047834,-0.0002782,-0.081127,0.05557,0.00087016,-0.011163,-0.0036832,-0.0050586,-2.0276e-16,0.0050586,0.5943,4903.6,5613,5011.2,1
24.807,-0.16193,-0.22524,0.083041,0.016498,0.026982,0.0010041,0.0087378,-0.00056844,0.0020895,-2.3737e-14,-0.0020895,2.0374,0.71149,0.23296,0.17542,0.085106,0.040253,0.022508,0.014224,0.0078315,0.0036583,2.1274e-15,0.0036583,0.48687,-0.3475,-0.69083,0.021487,0.26806,0.18591,-0.11676,0.029259,-0.48018,0.15953,0.12018,-0.15953,2.3989,2.4419,3.4194,2.1033,1.6579,1.8719,2.4184,2.4789,2.7122,2.7417,2.8541,2.7417,0.11594,0.1457,-0.031771,0.027391,-0.0082152,0.0057281,-0.0018391,0.0021001,-0.00059271,0.00053889,7.5528e-17,-0.00053889,0.3303,-0.073381,-0.04122,-0.0099611,0.0010043,0.0018252,0.00098636,0.00017723,0.00050347,2.144e-05,-3.9793e-16,-2.144e-05,0.67354,5372.7,5693.1,5544.9,1
30.352,0.50133,-0.37243,-0.078513,-0.038263,0.22027,-0.075421,0.067427,-0.050954,0.016439,-2.7961e-14,-0.016439,2.1988,0.41144,0.46156,0.32933,0.35051,0.15582,0.11194,0.06265,0.038455,0.03335,2.215e-15,0.03335,0.34664,-0.071796,0.26518,-0.20955,-0.12581,-0.14206,0.92441,0.084848,1.5137,-0.26815,-0.23317,0.26815,2.126,3.3889,3.1187,2.1643,2.7283,2.5908,2.9025,2.333,4.9014,3.2851,2.1746,3.2851,0.44686,-0.006978,-0.032203,0.03504,-0.044935,-0.026313,-0.011726,-0.0077686,-0.0089694,-0.0014688,-4.3812e-16,0.0014688,-0.5375,0.016558,0.11287,0.017086,-0.08811,-0.03848,0.0095511,0.0063761,0.0026734,0.0056258,5.1211e-16,-0.0056258,0.95088,4983.7,5590.1,5231.2,1
19.457,0.2257,-0.14942,-0.026285,-0.02537,0.016515,-0.015666,0.008794,-0.0074487,0.0029833,-1.8142e-14,-0.0029833,1.4046,1.0791,0.49353,0.1458,0.061469,0.024707,0.021488,0.0094751,0.007812,0.0025344,2.0127e-15,0.0025344,-0.93679,0.088143,0.13894,-0.043733,0.11996,0.13481,-0.56968,0.58416,-0.71793,0.58503,-0.64305,-0.58503,2.9992,2.289,2.0848,1.9149,2.6282,1.7549,2.6297,2.4934,2.6795,2.5398,2.4764,2.5398,0.032755,-0.11419,-0.062439,-0.006775,-0.0016866,0.0014986,-0.00022965,0.00067522,0.00010255,0.00013411,-1.6409e-16,-0.00013411,0.29206,-0.13674,-0.087323,0.014496,-0.0036276,0.0013102,0.0016411,0.0010775,0.00055778,0.00030671,-4.4104e-16,-0.00030671,0.35658,4915,5143.9,4985,1
25.711,0.32982,-0.49234,0.28868,-0.008188,0.14497,-0.076087,0.096038,-0.049401,0.036645,-2.3865e-14,-0.036645,1.6863,0.42929,0.47888,0.45574,0.23978,0.11582,0.11078,0.10233,0.04202,0.028591,1.6911e-15,0.028591,0.57634,1.2431,-0.78275,0.095871,0.37059,0.15215,0.15647,0.072509,1.4101,0.20984,0.20926,-0.20984,2.763,3.7576,1.8373,1.3167,2.0635,2.1348,1.5424,1.7453,4.5297,1.6791,2.0512,1.6791,0.28028,0.04456,-0.11696,0.012356,-0.0035935,-0.0027103,0.026862,-0.01742,0.0063056,0.00016648,-2.0782e-16,-0.00016648,0.086568,0.038781,-0.042988,-0.066257,0.033323,0.0015174,-0.002543,0.0047408,-0.0013884,0.0012828,-1.2741e-17,-0.0012828,0.47544,4903.6,5452.8,5194.2,1
19.094,0.15372,-0.24756,-0.032322,-0.035849,-0.018537,-0.0080926,-0.0089488,-0.0033732,-0.0027206,-1.7897e-14,0.0027206,1.6749,0.52514,0.5289,0.15327,0.065673,0.03867,0.025985,0.014607,0.0091912,0.0037125,1.8169e-15,0.0037125,-0.28948,-0.35822,0.22976,0.25474,-0.10247,-0.15109,0.34958,-0.13718,0.22256,-0.15011,0.093535,0.15011,1.648,2.0204,3.2105,1.9921,2.1238,2.8849,2.1126,2.6647,2.2643,2.5384,1.4038,2.5384,-0.21888,0.038094,0.087139,-0.0027059,0.0016398,0.0011812,-5.301e-05,0.00071225,0.00023603,0.0001952,2.4567e-16,-0.0001952,-0.14139,-0.10261,0.035621,0.00064636,0.0042804,0.0068848,0.00025136,0.0023217,0.00016696,0.00058783,3.1347e-18,-0.00058783,0.23772,4720.5,4983.7,4838.9,1
30.311,0.51947,-0.029289,0.029291,0.065232,0.089715,-0.0096174,0.11712,-0.068232,-0.025704,-2.8086e-14,0.025704,1.4104,0.33915,0.36473,0.35606,0.24351,0.2318,0.17654,0.10599,0.08901,0.058951,1.1655e-15,0.058951,0.172,0.17735,0.051346,-0.74364,0.52407,0.49292,-0.079854,-0.25808,-0.22386,-0.12042,-0.67656,0.12042,1.962,1.8195,3.6233,2.6873,3.0486,2.2042,1.9487,1.8669,1.8168,1.6219,2.383,1.6219,-0.19294,0.018997,-0.011473,-0.048669,-0.0094885,-0.024408,0.029184,0.024456,0.0013262,0.0026259,2.0966e-16,-0.0026259,-0.11065,0.015153,0.015965,-0.0022788,0.057434,-0.032193,0.017693,0.012108,-0.010809,0.003918,1.0552e-16,-0.003918,0.73297,4720.5,5681.6,4801.2,1
30.395,0.55777,-0.17247,-0.14507,-0.093587,0.060108,-0.016194,0.068714,-0.016448,0.018259,-2.8024e-14,-0.018259,1.4784,0.43635,0.46174,0.40411,0.18001,0.13032,0.16732,0.049847,0.040483,0.029465,1.2858e-15,0.029465,0.35405,-0.39521,-0.40076,-1.4634,0.43238,-0.65015,0.55709,-0.16687,-0.058532,0.44715,-0.0027448,-0.44715,2.3997,2.4326,2.835,4.6767,2.1141,2.3999,1.8504,2.7308,1.5903,2.5398,1.516,2.5398,0.25323,0.045257,-0.12667,0.0062031,-0.019864,0.014296,0.038321,0.0019806,9.9265e-05,-0.0037216,-1.7107e-16,0.0037216,-0.18551,0.0075673,-0.02261,0.10026,0.011663,-0.0093399,0.010765,0.001054,0.0069699,-0.0058047,1.4687e-16,0.0058047,0.9905,5040.9,5716,5283.1,1
30.071,0.303,0.00034544,0.035704,-0.12377,0.11806,-0.01747,0.024214,-0.020178,0.0038601,-2.8092e-14,-0.0038601,1.0841,0.43768,0.3318,0.28124,0.28668,0.18174,0.11677,0.053705,0.041865,0.028153,1.1387e-15,0.028153,0.16596,0.58346,-0.49509,0.84356,1.1667,-0.92798,-0.12911,-0.249,0.097503,0.15176,-0.37026,-0.15176,1.7208,2.2512,1.8834,3.302,4.5533,2.5227,1.9593,2.2922,1.7946,2.9087,2.3516,2.9087,-0.20638,-0.081919,0.020136,0.00076332,-0.023238,-0.016669,-0.018848,0.0067047,0.000769,-0.0012642,8.9299e-17,0.0012642,0.16049,0.042166,-0.050088,-0.069672,-0.017745,0.032591,0.0093571,-0.0035517,-0.0098917,0.0016376,-5.5311e-17,-0.0016376,0.93107,4972.2,5601.5,5026,1
28.535,0.14951,-0.20224,-0.13838,0.032289,0.1354,0.0014408,0.082663,0.0022315,0.010586,-2.6775e-14,-0.010586,1.1007,0.35847,0.52726,0.22499,0.21723,0.16685,0.11457,0.082724,0.049307,0.022536,1.2133e-15,0.022536,0.63527,0.52346,1.1167,-0.013556,0.58713,0.90111,-0.22996,0.10213,0.081802,-0.51825,-0.41543,0.51825,2.3204,2.1635,3.3377,1.792,1.9778,4.1311,1.8528,2.2934,2.0738,3.1039,2.0144,3.1039,0.15342,-0.035956,0.061936,0.047211,-0.0050259,-0.0052695,-0.0041212,0.020093,-0.00080237,-0.00015088,-2.0994e-16,0.00015088,-0.034774,-0.012668,0.075048,0.03989,0.00074597,-0.011633,-0.026298,-0.0088207,-0.0082955,-0.00046295,-8.0165e-20,0.00046295,0.69335,4937.9,5567.2,5190.9,1
21.567,0.1757,0.16272,-0.078728,0.008999,-0.012374,0.0087179,-0.00034338,-0.002983,0.0027143,-2.0261e-14,-0.0027143,2.5482,0.63788,0.53991,0.35822,0.22913,0.091239,0.041586,0.022628,0.013206,0.0071968,2.5969e-15,0.0071968,-0.81996,-0.95087,0.62416,-0.667,-0.37556,0.079138,0.29918,-0.53571,0.47858,0.87583,1.3357,-0.87583,4.1611,3.8979,2.6469,2.7905,2.2233,1.3806,1.9298,2.6588,3.0027,2.6374,4.0591,2.6374,0.19007,-0.0090929,0.011957,-0.024851,0.010257,0.019179,0.00029603,0.0033172,0.00014778,0.0012375,-1.7925e-16,-0.0012375,0.41437,-0.056186,-0.029245,0.088412,0.004723,0.0047538,-0.0028976,0.0052979,0.0017881,-0.00082155,-4.8207e-16,0.00082155,0.25753,5155.3,5521.4,5160.7,1
9.5682,-0.25756,0.098922,0.079162,0.000435,0.037022,-0.0066289,0.0060789,-0.0037446,0.0018855,-9.4206e-15,-0.0018855,3.4242,1.4931,0.66312,0.25305,0.09272,0.041904,0.026975,0.018387,0.009785,0.004434,3.6509e-15,0.004434,0.37799,-0.38077,0.61099,-0.25629,0.85942,0.17489,0.26349,-0.32601,0.073441,0.26344,0.56411,-0.26344,2.3434,3.3271,2.1374,1.6493,3.0961,2.0693,2.1143,2.5218,1.6581,1.9153,3.9516,1.9153,-0.37116,0.011096,0.22048,-0.048553,0.016475,-0.0065494,0.0067081,-0.0045562,0.0026356,-0.001069,3.4123e-16,0.001069,-0.46719,0.33889,0.065351,-0.051795,-0.01535,-0.0062926,0.0016461,-0.0010072,0.0014487,-4.5322e-05,8.7375e-16,4.5322e-05,0.05943,5098.1,5304,5248.8,1
22.349,1.001,0.12034,-0.1633,0.23456,0.23824,-0.19034,0.12065,0.057228,0.0044165,-1.9837e-14,-0.0044165,1.0069,0.62303,0.60623,0.45329,0.31846,0.39913,0.33431,0.23778,0.15224,0.091715,8.4984e-16,0.091715,-0.79646,1.183,-0.18309,0.5414,-0.34266,0.037411,0.74298,-0.29132,0.69462,-0.063478,-0.65019,0.063478,2.6239,4.154,2.493,1.9866,2.9576,1.7473,2.1137,1.486,2.8347,1.6276,2.1353,1.6276,0.14519,0.14022,-0.024828,-0.069369,-0.01117,0.0022449,0.033397,0.069188,0.010416,-0.003508,5.263e-17,0.003508,0.02337,-0.025261,-0.036136,-0.034385,-0.070444,-0.034761,-0.014707,0.0078026,0.0073139,-0.0039164,-4.7768e-17,0.0039164,0.23772,4983.7,5773.2,5016,1
26.753,0.45257,0.13722,-0.20664,-0.069217,-0.020725,-0.00084124,-0.0027749,0.0027459,-0.002536,-2.4797e-14,0.002536,2.4083,0.68304,0.45352,0.49689,0.21656,0.063844,0.024393,0.01667,0.012776,0.0049517,2.574e-15,0.0049517,0.34951,0.37338,-0.42687,0.31502,1.1456,0.089995,-0.19293,-0.12377,-0.59247,-0.067727,-0.16823,0.067727,2.9776,2.9835,2.7331,4.0755,3.9539,2.9626,2.049,1.7908,2.8836,1.7329,3.0919,1.7329,-0.38577,0.013629,-0.023452,0.005886,0.027652,-0.0005357,-0.0036704,0.00050765,0.0014626,-0.00066082,3.8012e-16,0.00066082,-0.20321,0.058581,-0.028467,-0.035596,0.056195,0.01322,0.0021295,0.0029262,0.0033277,0.00080156,2.7573e-16,-0.00080156,0.50185,5056.9,5491.7,5164.5,1
29.063,0.44864,-0.21039,-0.0089854,0.05634,0.03923,0.018488,-0.0026745,0.0039627,0.0015986,-2.6994e-14,-0.0015986,1.6045,0.49862,0.46555,0.25603,0.24766,0.11098,0.086253,0.046288,0.019879,0.01376,1.7858e-15,0.01376,0.26383,-0.80245,-0.29423,0.027582,0.23038,-0.03789,0.84573,1.1807,0.48202,0.10612,-0.36734,-0.10612,1.7505,2.3109,1.5833,1.5826,2.5504,2.8355,3.4055,4.8474,2.9363,2.1556,1.8146,2.1556,0.061112,0.038029,-0.041958,0.0014599,-0.0067131,0.022257,-0.00054357,0.0068153,0.0022833,0.0027567,7.7139e-18,-0.0027567,0.10504,0.14015,-0.040727,-0.00091931,-0.013368,0.0016715,0.0013377,0.0055904,0.00029278,0.00039968,8.5385e-17,-0.00039968,0.55468,5079.8,5560.3,5278.9,1
29.636,0.54152,-0.12771,0.22969,-0.099345,0.1011,-0.045762,0.036017,-0.013872,-0.0050057,-2.7426e-14,0.0050057,1.583,0.48451,0.43837,0.32343,0.33076,0.21371,0.21653,0.068437,0.065353,0.021079,1.6505e-15,0.021079,0.28659,0.2892,0.21409,0.38969,0.12149,0.35414,1.0109,1.5451,-0.87113,0.070905,0.035657,-0.070905,1.6703,1.6462,1.6937,1.9945,1.6072,2.288,2.9625,3.8997,3.4021,2.1225,1.7129,2.1225,-0.15799,-0.0093737,0.054092,0.0060061,0.023716,-0.034225,-0.023549,0.008646,0.0036424,-0.00015102,1.1551e-16,0.00015102,0.037211,-0.03038,-0.04822,0.03133,-0.0067427,0.0043275,0.00028931,-0.0035091,-0.0090166,0.0015588,-6.7712e-17,-0.0015588,0.55468,5148.4,5827.3,5186.1,1
30.955,0.44286,-0.067458,0.13721,-0.27595,0.003106,-0.050538,0.059345,-0.0188,0.018143,-2.8775e-14,-0.018143,1.3102,0.35936,0.47329,0.38105,0.30352,0.26727,0.20408,0.12225,0.073452,0.055137,1.2509e-15,0.055137,0.64129,0.060594,-0.31201,-0.051947,-0.38964,-1.4212,0.19115,0.10718,0.14343,0.47935,-0.62535,-0.47935,3.1043,1.8202,3.8031,1.5483,2.3262,4.7079,1.8794,1.9665,2.083,2.0885,2.6543,2.0885,0.10631,0.03072,0.081122,-0.038299,-0.051232,-0.036544,0.044226,-0.0039535,0.0079052,-0.0070291,-9.011e-17,0.0070291,-0.075311,-0.081581,-0.063188,0.01686,0.017983,0.0042633,0.021792,0.026176,-0.00061985,-0.016973,-4.71e-17,0.016973,0.55468,4881.5,5735.8,5102.1,1
28.886,0.53134,-0.29261,0.32376,-0.16008,0.14287,-0.10622,0.10688,-0.073847,0.020647,-2.6637e-14,-0.020647,1.2808,0.45081,0.67802,0.30156,0.22624,0.12693,0.18115,0.098237,0.049875,0.033101,9.025e-16,0.033101,0.17937,0.69747,0.023214,-0.011025,-0.13045,-1.2883,-0.33251,0.059505,0.2328,-0.84134,-0.65906,0.84134,1.6658,2.4688,2.0757,1.4232,1.7776,3.7031,3.1492,1.839,1.776,2.8291,3.2958,2.8291,0.17103,0.021284,-0.20702,0.044306,0.028329,0.0087242,0.0054007,-0.0048527,0.0039226,0.0082849,-1.1579e-16,-0.0082849,0.3153,0.033248,-0.0018136,-0.008264,-0.045279,0.028717,0.0031767,-0.0018213,-0.0031232,-0.0043085,-2.398e-16,0.0043085,0.50185,5011.1,5667.1,5048.8,1
28.607,0.54858,-0.3186,0.30842,-0.19784,-0.014304,-0.071761,0.12085,-0.073591,0.0046734,-2.6425e-14,-0.0046734,2.3227,0.71346,0.58117,0.47022,0.39673,0.19405,0.13624,0.082026,0.053839,0.044379,2.4423e-15,0.044379,1.0481,0.25842,-0.82485,0.69721,-0.11949,0.095989,0.38346,-0.43975,-0.061521,-1.603,-1.2944,1.603,3.1693,1.9826,3.2843,2.2812,2.7009,1.9544,2.0041,2.3028,2.339,4.9595,3.7901,4.9595,0.17963,-0.1226,-0.041344,-0.027738,0.052028,0.040491,-0.0060843,-0.0062865,0.0034629,0.0045564,-2.9945e-16,-0.0045564,0.4115,-0.053659,0.06951,-0.028406,-0.066969,0.0071836,-0.0059266,-0.0039785,0.0044352,-0.0012245,-4.488e-16,0.0012245,0.40941,4896.7,5506.9,5068.9,1
34.616,0.80303,-0.29661,0.10737,-0.12,0.10219,-0.087665,-0.02909,-0.023636,0.012434,-3.1744e-14,-0.012434,2.3908,0.6983,0.47091,0.38686,0.19624,0.19295,0.16263,0.086549,0.049669,0.021852,2.1282e-15,0.021852,0.38405,0.99639,-0.31,0.067875,-0.51952,-0.75919,-0.63694,-0.028245,0.09133,-0.53989,-0.36294,0.53989,2.7138,3.0524,1.8893,1.9158,2.5324,2.5253,4.0293,1.6652,2.0762,2.1069,2.2634,2.1069,-0.6994,-0.15765,-0.014058,0.0024319,0.023217,-0.0091068,0.028364,0.027029,0.012074,-0.0011458,4.4937e-16,0.0011458,-0.24276,-0.028334,-0.10854,0.037711,-0.0081283,0.056231,0.0056864,-0.0024899,0.0055996,0.00028673,2.2099e-16,-0.00028673,0.91126,4965.4,5598.5,5078.4,1
13.436,0.095359,-0.040907,-0.00071283,-0.017894,-0.006239,-0.010875,-0.0049582,-0.0053746,-0.0018127,-1.2628e-14,0.0018127,2.5113,0.21408,0.042743,0.017679,0.0093355,0.0055737,0.003463,0.0021957,0.0012885,0.00060649,2.4584e-15,0.00060649,0.08984,1.0807,0.092419,0.96967,0.039035,0.97122,0.034207,0.98167,0.032776,0.9888,-0.020215,-0.9888,1.5647,3.006,1.3973,2.7273,1.3104,2.7501,1.2963,2.773,1.2902,2.7881,1.5818,2.7881,-0.27163,0.0088214,4.39e-05,0.00020987,0.00011006,6.0323e-05,4.5888e-05,2.2688e-05,1.7456e-05,6.1026e-06,2.6894e-16,-6.1026e-06,-0.0094822,0.019491,-0.0018174,0.0019282,-0.00032446,0.0006198,-0.00012328,0.00024681,-4.7857e-05,6.8578e-05,3.3736e-17,-6.8578e-05,0.15848,5095,5201.8,5100.4,1
18.381,0.27891,0.51601,-0.1307,0.040523,-0.016237,0.014015,-0.0047825,0.0053715,-0.0029167,-1.7155e-14,0.0029167,2.3372,0.79298,0.56058,0.26378,0.12061,0.042308,0.03225,0.011729,0.0084305,0.0044344,2.4924e-15,0.0044344,-0.068494,-0.92051,0.52832,-1.0086,1.1284,-0.46324,-0.07664,-0.5752,-0.18362,-0.89925,-0.32206,0.89925,2.1629,2.7159,2.0447,2.9112,3.9859,2.3172,1.7721,2.9494,1.6046,3.102,2.4429,3.102,-0.47849,0.034291,-0.026589,-0.019983,0.018922,-0.0011414,0.00058518,-0.00019514,0.0006232,0.00017375,5.0241e-16,-0.00017375,0.35397,0.08283,-0.0073397,0.065754,-0.0034435,-0.0043751,0.0046127,0.0015472,-0.00095478,0.00082269,-2.485e-16,-0.00082269,0.22451,5316.2,5583.2,5574.6,1
33.762,0.49521,-0.10885,0.22001,-0.089062,0.13563,-0.11111,0.069236,-0.0031486,0.043291,-3.133e-14,-0.043291,1.8609,0.79323,0.35877,0.33923,0.43412,0.2019,0.15729,0.13418,0.063173,0.065086,1.8497e-15,0.065086,-0.45366,-0.23101,0.59183,0.79824,-1.289,0.088793,0.15921,-0.54301,-0.50909,-0.071302,-0.094268,0.071302,1.9108,1.9807,3.0723,3.2441,4.6019,2.4091,2.7194,3.0263,1.8787,1.6667,1.8117,1.6667,0.073186,-0.046089,0.0096423,-0.060274,0.10107,-0.025321,0.0028061,0.021661,-0.010073,0.01561,-1.1956e-16,-0.01561,0.42044,0.16955,0.0052331,-0.045986,-0.020477,-0.02201,0.0095878,-0.01401,-0.011683,0.0095721,-1.6999e-16,-0.0095721,0.83202,4820.4,5598.5,4879.6,1
22.05,0.16515,-0.17529,0.1771,0.14132,0.046314,0.029129,0.0078924,0.0060288,0.0018655,-2.0756e-14,-0.0018655,1.5306,0.51211,0.32579,0.20464,0.13365,0.056247,0.034297,0.018847,0.0079934,0.0035079,1.3506e-15,0.0035079,-1.0674,-0.50262,-0.025536,-0.5121,0.39592,1.5172,0.65221,1.3969,0.27947,0.76088,0.10495,-0.76088,3.6309,3.4613,2.2735,2.5212,2.6018,5.0101,2.3013,4.7298,2.2352,4.0438,1.6384,4.0438,0.028187,0.03609,-0.006061,0.041894,0.0069487,0.0016538,0.00039884,2.073e-05,0.00060556,0.00014194,8.3067e-18,-0.00014194,0.1341,0.081624,-0.0056832,0.018062,-0.025108,-0.010027,-0.0076761,-0.0052872,-0.0013407,-0.00099901,-2.8021e-17,0.00099901,0.31696,5232.3,5537.5,5237.7,1
25.578,0.012575,-0.10703,-0.024115,-0.052286,0.044751,-0.017939,0.0080177,-0.0092302,0.0028281,-2.4211e-14,-0.0028281,1.8016,0.71063,0.40521,0.38718,0.16708,0.037749,0.037058,0.019126,0.011685,0.004107,2.1807e-15,0.004107,1.3825,-0.1797,-0.77553,-0.25157,0.17292,-1.7026,-0.2541,-0.076334,-1.0778,-0.1376,-1.2988,0.1376,4.2978,2.8423,3.5618,1.488,2.0227,5.011,1.3603,1.9146,2.6568,1.7864,4.0423,1.7864,0.29575,-0.023969,0.049886,0.034673,-0.023015,0.0057431,-0.00093564,0.00092629,-0.00036804,0.00019928,-3.1968e-16,-0.00019928,-0.072787,0.10448,-0.078833,-0.024689,0.0079373,0.0013741,-0.0061372,0.0031567,-0.0013305,2.8543e-06,2.1853e-16,-2.8543e-06,0.40941,5102.7,5453.6,5350.2,1
22.742,0.05152,-0.36946,-0.10607,0.046256,0.0064534,0.0065801,0.0059014,0.0045702,-0.0031536,-2.1462e-14,0.0031536,2.1933,0.74004,0.64482,0.45036,0.21452,0.11176,0.066732,0.038794,0.017989,0.0089316,2.1686e-15,0.0089316,0.12763,0.36575,0.6879,0.32221,-0.39858,0.57295,0.27572,0.13299,-0.38201,0.35639,0.35248,-0.35639,2.0389,1.8111,1.9711,1.8188,2.0349,2.4705,1.9516,2.3882,3.8739,2.3256,2.2691,2.3256,0.36035,0.12218,0.057449,-0.025129,0.028737,0.024092,0.0037952,-0.0023541,0.00049946,-0.0013494,-1.8583e-16,0.0013494,0.0036239,-0.092026,0.020377,0.023975,0.016009,-0.013441,0.011119,-0.0055063,0.0034065,-0.0013467,-1.4154e-16,0.0013467,0.18489,4767,5125.5,4912.3,1
