Mean_FCC1,Mean_FCC2,Mean_FCC3,Mean_FCC4,Mean_FCC5,Mean_FCC6,Mean_FCC7,Mean_FCC8,Mean_FCC9,Mean_FCC10,Mean_FCC11,Mean_FCC12,STD_FCC1,STD_FCC2,STD_FCC3,STD_FCC4,STD_FCC5,STD_FCC6,STD_FCC7,STD_FCC8,STD_FCC9,STD_FCC10,STD_FCC11,STD_FCC12,SKEW_FCC1,SKEW_FCC2,SKEW_FCC3,SKEW_FCC4,SKEW_FCC5,SKEW_FCC6,SKEW_FCC7,SKEW_FCC8,SKEW_FCC9,SKEW_FCC10,SKEW_FCC11,SKEW_FCC12,KUR_FCC1,KUR_FCC2,KUR_FCC3,KUR_FCC4,KUR_FCC5,KUR_FCC6,KUR_FCC7,KUR_FCC8,KUR_FCC9,KUR_FCC10,KUR_FCC11,KUR_FCC12,DER1_FCC1,DER1_FCC2,DER1_FCC3,DER1_FCC4,DER1_FCC5,DER1_FCC6,DER1_FCC7,DER1_FCC8,DER1_FCC9,DER1_FCC10,DER1_FCC11,DER1_FCC12,DER2_FCC1,DER2_FCC2,DER2_FCC3,DER2_FCC4,DER2_FCC5,DER2_FCC6,DER2_FCC7,DER2_FCC8,DER2_FCC9,DER2_FCC10,DER2_FCC11,DER2_FCC12,LENGTH,MINFREC,MAXFREC,DOMFREC,CLASS
13.555,1.5055,0.49718,0.10206,-0.11445,0.037652,-0.028662,0.024501,-0.008451,0.0068556,-1.1012e-14,-0.0068556,1.6213,0.73925,0.49995,0.44374,0.1906,0.12647,0.061973,0.024413,0.019231,0.0077643,1.421e-15,0.0077643,0.26709,-1.7539,-0.048539,0.49025,0.065431,0.0094065,-0.041229,0.39398,0.35874,0.17126,-0.5501,-0.17126,2.1318,5.2321,2.4562,2.3948,2.6097,2.4974,2.1833,2.0991,3.1972,1.3968,1.7241,1.3968,0.11393,0.11105,0.067553,-0.019564,-0.03844,-0.020259,0.003509,-0.00048297,-0.0043845,0.0004569,2.6597e-17,-0.0004569,-0.31236,-0.032033,0.024443,0.025395,-0.00061381,0.021201,0.0015743,0.0037586,0.00046738,0.00057398,2.5601e-16,-0.00057398,0.3583,2844,3239.6,2849.4,1
17.867,2.9628,-0.12454,0.15925,-0.47921,0.0987,-0.16734,0.06815,-0.091582,0.035751,-1.3031e-14,-0.035751,1.2152,0.79579,0.58357,0.3732,0.45412,0.20242,0.093595,0.11296,0.046013,0.042885,2.0322e-15,0.042885,0.065987,-0.75596,0.13997,0.11693,0.013318,0.53637,-0.045954,-0.13539,-0.56606,0.61614,-0.54407,-0.61614,2.039,2.7482,1.6331,1.9324,1.8101,2.7159,2.1711,2.1289,1.9813,1.8522,2.6279,1.8522,-0.12851,0.061287,0.11353,0.054478,-0.0016426,-0.0030315,-0.010787,0.005099,0.0055761,0.0016786,1.7173e-16,-0.0016786,-0.19794,0.052377,-0.050832,-0.049176,0.027281,0.003492,-0.003037,0.013992,-0.008167,-0.0001558,2.7498e-16,0.0001558,0.3583,2653.1,3253.2,2760.7,1
14.83,1.5146,0.94974,0.34487,0.017525,0.1021,0.056936,0.058259,-0.014535,0.015243,-1.2328e-14,-0.015243,0.81932,0.85089,0.5241,0.34406,0.24843,0.19947,0.1697,0.054595,0.033225,0.027625,1.3469e-15,0.027625,-0.15466,1.2505,-0.3506,0.18309,-0.44925,0.12633,0.0014086,0.1209,-0.6997,-1.0005,0.99347,1.0005,2.2157,4.2625,1.5749,1.6984,2.6927,2.2176,2.4962,1.5155,2.5972,4.1527,3.4636,4.1527,0.021154,0.20573,0.0065107,0.076582,-0.044771,-0.039467,0.0012828,-0.0047629,-0.0020392,-0.0017992,2.0726e-16,0.0017992,-0.045066,0.011555,-0.031061,-0.018904,0.044211,0.049341,0.0097357,0.014736,-0.0060861,-0.0018059,8.0067e-17,0.0018059,0.44099,2789.5,3294.1,2794.8,1
14.603,2.2959,0.90067,0.5327,-0.7117,-0.067826,-0.051129,0.17794,-0.1138,-0.0031353,-1.108e-14,0.0031353,1.0446,0.99714,0.84507,0.57005,0.48538,0.3357,0.16993,0.17813,0.098914,0.071089,1.5054e-15,0.071089,0.2217,0.34491,-0.65238,-0.74081,0.18739,0.95876,-0.27589,0.8087,0.10244,0.29326,0.024152,-0.29326,1.8836,2.1921,2.2824,2.565,2.5364,3.8393,1.6258,2.3889,2.5662,3.8402,1.4585,3.8402,-0.09339,0.22798,-0.013181,0.039549,-0.10503,0.038718,-0.014571,-0.045094,0.022293,0.0075615,3.9811e-16,-0.0075615,-0.07558,0.1672,0.16611,0.10541,0.013097,-0.016381,-0.0002952,-0.0063188,-0.0022037,0.0054898,2.3104e-16,-0.0054898,0.24806,2694,3348.7,2780.1,1
9.6117,1.6137,0.21788,0.54491,0.11281,0.051491,0.0045611,0.0081346,0.0060164,-0.0030089,-7.2602e-15,0.0030089,2.5681,1.0502,0.6382,0.86646,0.2673,0.18671,0.062381,0.078102,0.034137,0.018977,2.5862e-15,0.018977,0.47133,-0.57252,-0.090032,-0.60814,-1.0036,-0.0062036,0.66975,1.2638,0.061227,-0.033117,0.25394,0.033117,2.8039,2.5866,2.7061,2.1433,2.6862,2.1369,2.5447,4.23,1.8281,1.9636,2.784,1.9636,-0.67164,-0.19688,-0.008143,0.25319,0.02635,0.040143,-0.011576,-0.0088932,-0.0069792,0.0013253,3.4534e-16,-0.0013253,0.35403,-0.047997,-0.060916,0.048669,0.017521,-0.023673,0.0046693,0.00080838,0.0032675,0.0010161,-4.1502e-16,-0.0010161,0.16537,2857.7,3335,2863,1
16.598,1.819,0.41055,0.56907,-0.23169,0.22505,-0.15917,0.10353,-0.097012,0.040062,-1.3417e-14,-0.040062,1.6975,0.82827,0.69195,0.45562,0.26557,0.26281,0.13272,0.093759,0.040806,0.022536,2.3046e-15,0.022536,0.43468,0.21326,0.20113,0.67074,-0.011703,-0.02257,-0.068435,-0.45655,0.59139,-0.25288,-0.42336,0.25288,2.1203,1.9915,1.4041,2.122,3.2996,2.6787,1.7544,2.8431,2.6969,1.8873,1.8679,1.8873,-0.12112,-0.10819,0.12435,0.04358,0.0017077,0.071371,0.010325,-0.019256,-0.0056274,0.0063089,-1.3517e-17,-0.0063089,-0.27916,0.12918,0.12014,-0.082931,-0.076424,-0.022945,0.026809,0.0080555,-0.0014144,0.00047768,4.3116e-16,-0.00047768,0.3583,2721.3,3266.8,2742.8,1
23.808,3.982,1.3509,-0.084041,-0.28246,0.084952,0.032236,0.095088,-0.031769,0.005877,-1.7644e-14,-0.005877,1.4687,0.60254,0.37059,0.46334,0.20122,0.16454,0.062169,0.046556,0.030109,0.020469,1.5543e-15,0.020469,-0.22507,0.28726,1.446,-1.2979,0.25258,-0.66272,0.63505,-0.98114,0.32262,-0.90815,-0.7196,0.90815,2.4207,1.6387,4.4631,3.9593,1.9427,2.1227,2.0207,2.6454,2.3055,3.04,3.2466,3.04,-0.30307,0.059563,-0.050573,0.051985,0.036329,-0.0072072,0.010231,-0.011912,0.0077326,0.0016785,3.431e-16,-0.0016785,0.19154,0.14132,-0.082749,-0.052831,0.0048306,-0.0091556,0.0069168,-0.0073273,0.0031634,0.0024916,1.4786e-17,-0.0024916,0.83719,2785,3337.4,2790.4,1
17.468,3.3603,1.0402,0.079597,0.024013,0.020456,0.047808,0.01103,0.012531,0.002688,-1.2512e-14,-0.002688,0.89059,0.77406,0.26784,0.16231,0.05334,0.045813,0.014713,0.010389,0.0034175,0.0033846,1.2022e-15,0.0033846,0.13615,-0.67382,-0.051466,0.46321,-0.43357,0.6917,0.27328,-0.119,-0.32274,0.53503,-0.003809,-0.53503,1.569,3.1727,1.8207,2.0553,2.268,2.7758,3.6348,1.6865,1.605,2.4791,1.821,2.4791,-0.13365,0.045398,-0.035969,0.0015189,0.00014738,-0.0035116,-0.0016374,-0.0011941,-0.00027994,-0.0002376,1.8694e-16,0.0002376,0.0096266,0.13767,-0.0083094,-0.0066703,0.0011986,-0.0080274,0.0021151,-0.0029545,0.00012149,-0.00080999,1.6195e-16,0.00080999,0.65115,2923.1,3245.4,2928.5,1
25.892,0.3403,3.0114,0.86004,0.44122,0.11608,-0.052896,0.006328,-0.078823,-0.0046842,-2.4739e-14,0.0046842,0.57398,0.34357,0.26406,0.45548,0.26238,0.23541,0.21556,0.13556,0.12483,0.11271,6.0726e-16,0.11271,0.33011,-0.23362,-0.1773,-0.13547,-0.28673,-0.60792,0.42941,0.62083,-0.05214,0.1814,0.23084,-0.1814,1.8314,2.7837,2.1648,1.9141,2.5633,2.068,2.342,2.7983,2.526,2.5196,3.0128,2.5196,-0.052937,0.043392,0.018389,0.0078905,0.016599,-0.021863,-0.03924,-0.010092,-0.0059157,0.026972,1.2453e-16,-0.026972,0.097152,-0.039632,-0.080168,0.010003,0.065393,0.032184,-0.010909,-0.015499,-0.023267,-0.013851,-1.3354e-16,0.013851,0.74417,2785,3659.7,2790.4,1
25.802,2.7434,-0.55318,-2.8429,-0.86974,0.21523,-0.33449,-0.29719,-0.12296,0.064412,-1.9866e-14,-0.064412,0.45063,0.55428,0.40565,0.46726,0.34543,0.27678,0.24835,0.192,0.13512,0.14214,1.0379e-15,0.14214,0.73878,-0.035601,0.46972,-0.17049,-0.34174,0.96642,0.66776,0.16238,0.69727,-0.34627,-0.75479,0.34627,3.0529,1.8569,2.4955,1.8942,2.3571,3.2318,2.1186,2.5508,2.0671,1.9054,2.1713,1.9054,-0.082344,0.12727,-0.019238,-0.11032,0.045489,0.03918,-0.027993,0.0034953,0.0011349,0.018974,3.0259e-16,-0.018974,0.060193,-0.14797,0.025243,0.030004,-0.080387,0.049588,-0.024157,0.045211,-0.0055105,0.017449,-1.9398e-16,-0.017449,0.46511,2416.8,3567.6,2836.5,1
23.045,3.9607,2.2813,-0.4346,-0.43127,-0.28669,0.086715,0.058491,0.01664,0.0083525,-1.7143e-14,-0.0083525,0.84291,0.66744,0.59532,0.39004,0.43241,0.18576,0.16004,0.073856,0.061061,0.048205,1.4501e-15,0.048205,0.012386,-0.66724,0.30005,0.42982,-0.1396,0.39384,0.28343,-0.048784,0.41074,0.44256,0.11866,-0.44256,1.7341,3.1217,1.738,2.1391,2.4357,2.2959,2.0419,1.8309,2.0015,3.0372,2.4057,3.0372,0.10525,-0.014049,-0.078955,0.005197,-0.032971,0.01251,-0.035631,0.00013637,-0.0042491,0.0053902,-8.417e-17,-0.0053902,-0.0012188,-0.03014,0.074021,0.028057,-0.0036194,0.011764,0.031751,-0.0021982,-0.011749,0.0088308,-4.153e-17,-0.0088308,0.55813,2739,3475.5,2776.7,1
24.051,4.2262,0.29609,-0.62168,-0.014101,-0.47437,-0.11751,0.0090422,-0.096125,0.0020501,-1.7526e-14,-0.0020501,2.1345,0.94041,1.6268,0.94789,0.62658,0.4551,0.22085,0.21489,0.1295,0.083636,2.9718e-15,0.083636,0.13397,-0.84967,-0.46388,0.72922,0.35312,0.35247,-0.4036,0.02509,-0.43282,0.013113,-0.84902,-0.013113,1.9573,2.56,2.1266,2.3274,2.1498,1.9218,2.1433,1.9886,1.9324,2.3718,2.3489,2.3718,0.65996,-0.1657,-0.47304,0.25973,0.14655,-0.13968,0.0047942,0.066186,-0.040502,0.0030594,-8.991e-16,-0.0030594,-0.022183,-0.014754,-0.034863,0.051851,-0.014086,-0.0073371,0.065207,-0.010492,-0.0044815,-0.0028007,-2.2421e-17,0.0028007,0.37208,2646.9,3429.5,2803,1
27.447,0.32839,3.2114,1.2788,0.39827,0.099067,-0.30635,-0.011551,-0.20263,0.047345,-2.6212e-14,-0.047345,1.04,0.34064,0.45756,0.38428,0.21179,0.20219,0.18529,0.094938,0.081896,0.066705,1.0092e-15,0.066705,-0.62172,0.14156,-0.94373,-0.49666,0.46501,-0.48891,0.14186,1.3557,1.2819,0.73144,0.03658,-0.73144,2.2753,2.3554,2.9165,1.8836,2.2086,2.4582,1.3558,4.1744,4.0811,3.0327,1.8064,3.0327,-0.22568,-0.027895,-0.077134,0.031597,0.016892,0.0016909,0.0042472,0.009262,-0.0049147,-0.0081765,1.7305e-16,0.0081765,-0.16192,-0.021656,0.068728,0.014847,0.0044396,0.021357,0.003649,0.0089218,0.012235,-0.013506,1.0425e-16,0.013506,1.0232,2785,3705.7,2811.9,1
26.353,-0.10492,3.0335,1.3393,0.43986,0.22142,-0.030337,0.070275,-0.15624,0.0097473,-2.5772e-14,-0.0097473,0.53682,0.49228,0.46566,0.27448,0.28478,0.14725,0.14425,0.12048,0.11406,0.047879,1.0143e-15,0.047879,-0.92633,0.32816,0.15014,0.84295,-0.23018,0.33523,0.67489,0.15935,-0.76628,-0.30397,0.75885,0.30397,3.4981,1.4756,1.7732,2.8433,2.0019,1.584,2.2627,2.4946,3.3433,2.6577,2.4978,2.6577,-0.061404,0.044978,-0.052345,0.026135,-0.032186,-0.0048012,0.037228,0.017017,-0.0015196,0.0012243,1.1311e-16,-0.0012243,-0.012163,0.0043884,-0.092942,0.016857,0.053454,-0.0027604,-0.013273,-0.0024147,0.011393,0.014313,2.736e-17,-0.014313,1.0232,2831.1,3705.7,2836.4,1
28.597,3.6095,-1.7663,-2.4062,0.048373,-0.2058,-0.4826,-0.14058,0.024246,-0.1099,-2.1885e-14,0.1099,0.6073,0.46275,0.33208,0.21259,0.27726,0.24799,0.15697,0.043943,0.096066,0.096924,8.1441e-16,0.096924,0.1058,0.56758,0.060475,-0.62254,0.42998,0.065861,-0.85074,-1.0299,0.29794,0.034531,0.32585,-0.034531,2.2247,1.965,1.5559,2.943,1.7155,1.289,2.2659,2.7209,2.4458,1.3968,1.807,1.3968,0.035459,0.13877,-0.014929,-0.049292,-0.012388,-0.0041942,-0.013536,0.00313,0.020693,-0.010947,1.3995e-16,0.010947,0.034223,-0.015987,-0.034094,-0.018153,-0.014757,-0.059311,0.038233,0.0073186,-0.012329,0.019431,-5.0426e-17,-0.019431,1.0232,2462.8,3429.5,2812.6,1
19.051,-0.85517,0.41276,-0.26248,0.033968,-0.037408,0.017978,-0.014411,0.0055548,-0.0040289,-1.9183e-14,0.0040289,1.1171,0.49911,0.37935,0.1619,0.08395,0.05558,0.03223,0.013587,0.0081564,0.0048808,1.1424e-15,0.0048808,-0.20662,0.34471,0.16857,0.515,0.11538,-0.75289,0.18914,0.094434,0.45876,-1.1579,-0.30881,1.1579,2.2813,1.7095,1.8155,2.7837,2.6054,2.8907,1.7927,2.4291,1.8409,3.9666,1.7796,3.9666,0.046465,-0.048469,0.014921,0.0047533,-0.0014562,0.0089378,-0.0011981,0.00081302,-0.0001414,0.00080189,-1.0314e-16,-0.00080189,-0.18562,-0.016895,0.049229,0.041668,0.0051136,0.006002,0.0052184,0.00094213,0.0008996,0.00016479,1.3859e-16,-0.00016479,0.93021,3107.3,3475.5,3473.2,1
17.121,2.7675,-0.5106,0.22154,-0.28222,0.22014,-0.15146,0.11159,-0.072812,0.035774,-1.2521e-14,-0.035774,1.9527,1.1222,0.82737,0.28676,0.16259,0.042777,0.040114,0.017155,0.0077601,0.0075894,1.8525e-15,0.0075894,0.33137,-0.36926,-0.39773,-1.43,0.3535,-0.10087,-0.59426,-1.2102,-0.04528,-0.98481,0.28839,0.98481,1.7231,1.7034,2.5015,3.8712,1.4717,1.9352,2.3131,4.4194,2.2104,2.5796,2.2249,2.5796,-0.16829,0.029953,0.020983,-0.049976,0.011233,0.00031799,-0.0067952,0.0013518,-4.2329e-05,-0.00040207,2.0706e-16,0.00040207,0.035449,0.11654,0.10355,-0.030807,0.0094227,-0.005959,-0.0027255,-0.001425,-0.00063374,-0.00094788,1.0347e-16,0.00094788,0.18604,2831.1,3107.3,2836.4,1
21.871,3.6599,2.0931,-0.40791,-0.59674,-0.13254,-0.059102,0.054571,-0.14145,0.027311,-1.6188e-14,-0.027311,0.80111,0.79633,0.48348,0.39579,0.33754,0.29233,0.24319,0.1475,0.17122,0.12804,1.2384e-15,0.12804,0.090628,0.7347,0.23336,0.17653,0.070318,-0.52269,-0.50529,-0.39832,0.28892,-0.58188,-0.074416,0.58188,1.9251,2.3249,2.639,1.6727,1.543,2.4296,2.5951,2.489,1.8864,2.1595,2.0622,2.1595,0.19058,0.0012032,-0.1071,0.025302,0.073172,0.064296,-0.036798,-0.0026041,-0.006985,0.018259,-1.2801e-16,-0.018259,-0.025982,0.15336,-0.071049,-0.020631,-0.018885,-0.017244,-7.1534e-05,-0.006263,0.041106,-0.016983,1.9468e-16,0.016983,0.37208,2646.9,3521.6,2786.9,1
22.932,-1.4324,2.3368,0.93307,0.60307,0.36827,0.023257,0.15279,0.037968,0.045479,-2.4014e-14,-0.045479,1.8414,0.64045,0.5516,0.49147,0.35701,0.21792,0.26387,0.068745,0.091575,0.036178,1.602e-15,0.036178,1.2364,-0.88074,-0.0064581,0.713,0.26445,-0.66703,-0.77081,0.94569,-0.46436,-2.0367,-0.25175,2.0367,3.9276,3.7414,1.9954,2.3382,1.3735,2.4751,3.3573,3.8208,2.7969,6.2268,1.8774,6.2268,-0.44529,-0.013145,0.035885,0.023113,0.037717,-0.001474,0.054749,-0.0026016,0.01057,0.0073926,3.8072e-16,-0.0073926,0.24749,-0.10945,0.060583,0.027107,0.059793,0.050024,-0.029636,-0.018044,-0.0042618,-0.0038044,-3.7239e-16,0.0038044,0.74417,2923.1,3705.7,2928.5,1
26.064,3.205,1.8331,-1.5976,-0.79336,-0.049058,0.058934,-0.0051521,-0.15416,-0.011903,-2.0403e-14,0.011903,0.90303,0.55825,0.3204,0.5919,0.19271,0.26902,0.15998,0.17513,0.065702,0.097674,1.5421e-15,0.097674,1.5463,-0.043285,-0.62014,0.31433,0.22194,-0.49478,0.44035,-0.0079928,0.8482,-0.54731,-1.0382,0.54731,4.9215,1.5991,2.5023,1.6316,2.3965,2.1074,2.6205,1.7653,2.5045,1.8831,3.4101,1.8831,0.19391,-0.16382,0.049358,0.15539,-0.0076795,0.010997,-0.01336,0.017273,-0.0031606,-0.024788,-4.4901e-16,0.024788,0.10808,0.042204,0.043694,0.040772,-0.0029838,-0.053908,-0.00726,-0.0085326,-0.016815,0.0070526,-7.3493e-17,-0.0070526,0.65115,2600.9,3567.6,2832.3,1
18.615,2.7851,3.6252,0.74755,-0.10193,-0.17411,0.028202,0.071153,0.030615,0.00058703,-1.4893e-14,-0.00058703,1.1512,0.64341,0.2269,0.44773,0.29896,0.15685,0.11656,0.084799,0.055706,0.045167,1.7903e-15,0.045167,-0.10521,-0.21291,0.154,0.33471,-0.46044,-1.1594,1.6551,-0.14799,0.6631,-0.1458,0.15194,0.1458,1.7863,1.6807,2.4078,2.1428,1.7781,4.3631,5.1185,2.7587,2.6194,2.4297,1.6817,2.4297,-0.084293,-0.0001214,0.051395,0.06714,-0.065804,-0.028531,-0.022031,0.0043597,0.0062632,-0.005957,5.0748e-17,0.005957,-0.13057,-0.014006,0.00021211,0.023741,-0.039128,0.0071478,0.015237,0.0059816,-0.0020419,-0.0046318,1.0282e-16,0.0046318,0.66859,2765.9,3384.9,2771.3,1
24.981,5.6615,-2.7472,-0.60133,-0.23296,-0.21771,-0.087856,-0.089754,-0.018324,-0.011576,-1.6129e-14,0.011576,1.2169,0.80511,0.373,0.51098,0.24826,0.1773,0.12464,0.080397,0.035939,0.024476,1.8511e-15,0.024476,0.39272,-0.93209,0.26839,-0.23649,0.43275,0.60326,0.50519,0.63256,-0.11124,0.69135,-0.65362,-0.69135,1.8591,2.5733,1.7688,2.3224,2.023,2.1258,2.1148,2.3182,1.5379,3.2337,2.0783,3.2337,0.31402,-0.11809,-0.035618,0.053661,-0.035534,0.0057083,0.0021106,0.010753,0.0025742,-0.0014186,-4.5017e-16,0.0014186,0.27691,-0.12335,-0.079295,0.11548,-0.0289,0.02623,-0.0014723,0.0060261,0.00056011,-0.00045631,-4.2178e-16,0.00045631,0.73545,2495.1,3152.8,2715.8,1
24.833,4.3335,1.9101,-2.3707,-1.2207,0.32658,-0.041307,-0.18999,-0.14606,0.13173,-1.726e-14,-0.13173,0.8694,0.61022,0.26128,0.45412,0.29345,0.19034,0.19591,0.14515,0.11219,0.080867,1.4659e-15,0.080867,1.2095,0.2645,-0.19765,-0.77055,-0.018417,0.42408,-0.71996,-0.2779,-0.35791,0.15078,-0.53007,-0.15078,3.6309,1.6554,1.7432,2.4587,2.6731,3.4549,3.3431,2.2281,1.8254,1.9454,2.4643,1.9454,-0.10545,-0.01583,0.012019,-0.003359,-0.023605,0.024129,0.039983,-0.014657,0.0066856,0.0070257,8.8051e-17,-0.0070257,0.0011238,0.05409,-0.037973,-0.032177,0.036854,-0.037856,-0.014623,0.003863,-0.0011538,-0.004733,5.7692e-17,0.004733,0.73545,2495.1,3423.6,2753.5,1
13.139,-1.2083,1.3281,0.78058,0.59765,0.31874,0.11459,0.11399,0.013518,0.031452,-1.4312e-14,-0.031452,1.6745,0.59628,0.52879,0.26011,0.22952,0.12187,0.084707,0.069578,0.039898,0.013681,2.0976e-15,0.013681,0.4748,0.22778,-0.22291,-0.85737,-0.21974,-0.59219,0.16638,-0.10788,-0.048285,0.007491,-0.27254,-0.007491,3.1519,2.3675,1.7856,3.3339,2.5537,1.8494,2.1858,2.6153,1.6051,2.1647,1.9905,2.1647,0.11705,0.00098311,-0.10289,0.0064314,0.040763,0.0011277,0.015465,-0.011738,-0.0084737,-0.0027163,-1.0727e-16,0.0027163,-0.25617,-0.081615,0.07809,0.043415,0.026404,-0.0032577,0.0055824,0.0015149,-0.0010931,-0.0014239,1.1197e-16,0.0014239,0.66859,2920.7,3423.6,2926,1
24.225,-1.8085,-0.46137,-0.1039,-0.099476,-0.027372,-0.045586,-0.0083482,-0.019482,-0.0018216,-2.5173e-14,0.0018216,0.87198,0.53056,0.27801,0.077054,0.040576,0.013911,0.012911,0.0052102,0.0046805,0.0014228,9.4599e-16,0.0014228,0.89524,0.5898,0.28388,-0.0064994,-0.1053,-0.87241,-0.19987,-0.5652,-0.21385,-0.53191,-0.54144,0.53191,2.7836,2.9198,1.9571,2.596,1.6646,4.0537,1.7884,3.7393,1.8114,3.6528,2.4894,3.6528,0.15345,-0.025933,0.029377,-0.010266,0.0021614,-0.0012677,0.00086018,-0.00029193,0.00027679,-7.1743e-05,-1.8077e-16,7.1743e-05,0.13996,0.0030064,-0.040105,-0.014058,-0.0090004,-0.0035809,-0.002981,-0.0014181,-0.0011182,-0.0003946,-1.1994e-16,0.0003946,0.73545,2495.1,2727.2,2710.4,1
28.138,3.9401,-1.944,-2.6153,0.13819,-0.33808,-0.20228,-0.14834,-0.13198,-0.0045024,-2.0922e-14,0.0045024,0.62038,0.74429,0.49162,0.35816,0.32554,0.30358,0.20297,0.14023,0.10393,0.05927,1.241e-15,0.05927,-0.11496,0.80415,0.79179,0.8711,-0.90343,-1.2884,-0.17576,0.4096,0.59017,-1.0082,0.60544,1.0082,2.4405,2.2038,2.7205,2.5528,2.7962,4.3141,2.9248,1.9931,2.0911,3.1245,1.7505,3.1245,0.00061536,0.016787,0.039593,0.095067,-0.10305,0.00017134,0.016728,-0.03108,0.00745,0.0048635,3.0582e-18,-0.0048635,0.10628,-0.012361,-0.041404,0.048444,-0.039373,0.0017866,-0.0060772,-0.0027272,-0.0066314,0.0011005,-1.1195e-16,-0.0011005,1.6046,2379.1,3346.2,2745.1,1
24.202,4.1782,0.35226,-2.9702,-0.22206,0.16603,-0.17281,-0.24047,-0.051054,-0.0059129,-1.6869e-14,0.0059129,0.82154,0.87549,0.41589,0.24033,0.40685,0.23932,0.111,0.15241,0.15219,0.082839,1.7739e-15,0.082839,-0.19982,0.72623,-0.43735,-0.36178,0.27658,-0.31108,-0.49177,-0.65848,-0.52377,0.045031,0.44763,-0.045031,1.476,2.0519,2.2252,1.9792,2.0212,2.6937,2.2353,2.6844,1.9869,1.7247,1.6284,1.7247,-0.010978,-0.015394,-0.0014984,-0.0062063,-0.042331,0.026733,-0.0097243,-0.03807,0.019289,8.1164e-06,2.2655e-18,-8.1164e-06,0.019146,-0.011716,0.0447,-0.024941,-0.053552,0.02632,-0.026222,-0.0031109,0.037939,-0.016722,-3.8972e-17,0.016722,0.73545,2417.8,3423.6,2756.8,1
23.862,-4.5236,-1.6006,-0.67992,-0.52138,-0.13462,-0.1542,-0.037482,-0.052307,-0.010105,-2.7912e-14,0.010105,0.70114,0.64764,0.38348,0.20263,0.10704,0.10803,0.036687,0.031223,0.016332,0.0098903,6.3199e-16,0.0098903,-0.36649,-0.46258,0.30564,-0.22222,-1.2243,-1.9259,0.64546,-1.7265,-1.3746,-1.7023,-0.17659,1.7023,3.4309,1.932,2.1258,1.327,3.5927,5.8581,2.1429,5.4451,4.0604,5.3262,2.4042,5.3262,0.12892,0.14324,-0.08803,0.026376,0.015099,-0.0023897,0.0054214,-0.0022439,0.0010759,-0.00069117,5.697e-17,0.00069117,0.00017262,0.032925,0.028137,-0.011146,0.013234,0.022344,0.0037203,0.0049524,0.0028208,0.0014667,4.786e-17,-0.0014667,0.53487,2340.4,2804.6,2733.3,1
14.907,-0.30943,-0.014708,-0.047624,-0.011558,-0.021416,-0.0083071,-0.011009,-0.0043523,-0.0034938,-1.4536e-14,0.0034938,1.9072,0.29603,0.021681,0.026327,0.0046374,0.0083921,0.0017378,0.0033238,0.00065604,0.00092058,1.7864e-15,0.00092058,-0.35528,-0.11167,0.18572,0.12638,0.3667,0.1289,0.44168,0.12525,0.48895,0.12221,0.094897,-0.12221,2.2206,1.6771,1.9744,1.7744,1.7865,1.7977,1.7475,1.8078,1.7362,1.8128,1.9941,1.8128,-0.089282,-0.032243,-0.001871,-0.0024377,-0.00036613,-0.00076143,-0.00012413,-0.00029859,-4.293e-05,-8.2267e-05,4.4689e-17,8.2267e-05,0.014831,0.080461,-0.00058799,0.0066574,-0.00019988,0.0021191,-0.00010403,0.00083895,-4.7777e-05,0.00023232,8.69e-17,-0.00023232,0.26744,2611.2,2688.6,2686.5,1
24.898,4.5198,1.6043,-2.1874,-0.4721,0.13302,0.029281,-0.16512,0.0058005,0.034104,-1.7456e-14,-0.034104,1.1088,0.78639,0.45619,0.26522,0.33278,0.25611,0.20276,0.17718,0.11972,0.13623,1.8018e-15,0.13623,0.46766,0.21673,-1.5373,0.074225,0.78791,-0.79201,-1.0275,-0.26733,-0.2176,-0.48019,-0.57438,0.48019,1.646,1.6763,4.8929,1.7382,2.2088,2.6553,2.9396,1.8178,3.3494,1.7528,1.7551,1.7528,0.14431,-0.038728,-0.041861,0.0088169,-0.016956,-0.019174,-0.013785,0.0087069,-0.013488,-0.0052674,-1.8444e-16,0.0052674,-0.13725,-0.12805,0.10934,-0.06061,-0.032991,0.0504,0.033079,-0.0086525,-0.019104,0.018842,1.4932e-17,-0.018842,0.80231,2495.1,3462.2,2742.7,1
21.596,5.9766,0.29,-1.2615,-0.16197,0.10106,-0.069666,-0.021891,0.011685,-0.011085,-1.2628e-14,0.011085,0.74393,0.39375,0.45739,0.23518,0.30949,0.19677,0.11522,0.064691,0.062665,0.029767,9.3789e-16,0.029767,0.56905,-0.22755,-0.20736,-0.086578,-0.27984,-0.075122,0.043589,0.57273,-0.84257,0.055853,0.0022945,-0.055853,2.2196,2.5353,1.937,2.0484,2.002,1.4543,2.0139,2.706,3.2119,2.4161,2.168,2.4161,-0.00039635,0.02431,0.027077,-0.030575,-0.070449,0.057336,-0.020852,-0.012258,0.009937,-0.0044336,6.5543e-17,0.0044336,-0.044094,-0.029123,0.019977,-0.027731,0.062985,-0.031515,-0.017094,0.0056954,-0.0028566,0.00020229,-7.9714e-18,-0.00020229,0.60173,2611.2,3230.1,2756.5,1
